wl,B1,B2,B3,B4,B5,B6,B7,B8,B8A
652,0,0,0,0.980111731,0,0,0,0,0
653,0,0,0,0.994063086,0,0,0,0,0
654,0,0,0,1,0,0,0,0,0
655,0,0,0,0.995454747,0,0,0,0,0
656,0,0,0,0.990527717,0,0,0,0,0
657,0,0,0,0.977334762,0,0,0,0,0
658,0,0,0,0.940559882,0,0,0,0,0
659,0,0,0,0.878949559,0,0,0,0,0
660,0,0,0,0.81629384,0,0,0,0,0
661,0,0,0,0.773459516,0,0,0,0,0
662,0,0,0,0.754487656,0,0,0,0,0
663,0,0,0,0.75991531,0,0,0,0,0
664,0,0,0,0.782634297,0,0,0,0,0
665,0,0,0,0.8101689,0,0,0,0,0
666,0,0,0,0.836129749,0,0,0,0,0
667,0,0,0,0.861254237,0,0,0,0,0
668,0,0,0,0.886091059,0,0,0,0,0
669,0,0,0,0.911387666,0,0,0,0,0
670,0,0,0,0.934051464,0,0,0,0,0
671,0,0,0,0.950420633,0,0,0,0,0
672,0,0,0,0.959257302,0,0,0,0,0
673,0,0,0,0.960395551,0,0,0,0,0
674,0,0,0,0.959133945,0,0,0,0,0
675,0,0,0,0.958090128,0,0,0,0,0
676,0,0,0,0.955274589,0,0,0,0,0
677,0,0,0,0.943764654,0,0,0,0,0
678,0,0,0,0.894907986,0,0,0,0,0
679,0,0,0,0.744263079,0,0,0,0,0
680,0,0,0,0.476777001,0,0,0,0,0
681,0,0,0,0.229603988,0,0,0,0,0
682,0,0,0,0.080091177,0,0,0,0,0
683,0,0,0,0.026170762,0,0,0,0,0
684,0,0,0,0.004152419,0,0,0,0,0
685,0,0,0,0,0,0,0,0,0
686,0,0,0,0,0,0,0,0,0
687,0,0,0,0,0,0,0,0,0
688,0,0,0,0,0,0,0,0,0
689,0,0,0,0,0,0,0,0,0
690,0,0,0,0,0,0,0,0,0
691,0,0,0,0,0,0,0,0,0
692,0,0,0,0,0,0,0,0,0
693,0,0,0,0,0,0,0,0,0
694,0,0,0,0,0,0,0,0,0
695,0,0,0,0,0.028357856,0,0,0,0
696,0,0,0,0,0.123693367,0,0,0,0
697,0,0,0,0,0.393787739,0,0,0,0
698,0,0,0,0,0.761130707,0,0,0,0
699,0,0,0,0,0.971085018,0,0,0,0
700,0,0,0,0,0.998895232,0,0,0,0
701,0,0,0,0,1,0,0,0,0
702,0,0,0,0,0.994122578,0,0,0,0
703,0,0,0,0,0.983217889,0,0,0,0
704,0,0,0,0,0.967040926,0,0,0,0
705,0,0,0,0,0.948473886,0,0,0,0
706,0,0,0,0,0.92714833,0,0,0,0
707,0,0,0,0,0.903724584,0,0,0,0
708,0,0,0,0,0.886147127,0,0,0,0
709,0,0,0,0,0.867237453,0,0,0,0
710,0,0,0,0,0.790753191,0,0,0,0
711,0,0,0,0,0.588403315,0,0,0,0
712,0,0,0,0,0.263348326,0,0,0,0
713,0,0,0,0,0.056754223,0,0,0,0
714,0,0,0,0,0.006188334,0,0,0,0
715,0,0,0,0,0,0,0,0,0
716,0,0,0,0,0,0,0,0,0
717,0,0,0,0,0,0,0,0,0
718,0,0,0,0,0,0,0,0,0
719,0,0,0,0,0,0,0,0,0
720,0,0,0,0,0,0,0,0,0
721,0,0,0,0,0,0,0,0,0
722,0,0,0,0,0,0,0,0,0
723,0,0,0,0,0,0,0,0,0
724,0,0,0,0,0,0,0,0,0
725,0,0,0,0,0,0,0,0,0
726,0,0,0,0,0,0,0,0,0
727,0,0,0,0,0,0,0,0,0
728,0,0,0,0,0,0,0,0,0
729,0,0,0,0,0,0,0,0,0
730,0,0,0,0,0,0,0,0,0
731,0,0,0,0,0,0.001710882,0,0,0
732,0,0,0,0,0,0.054671525,0,0,0
733,0,0,0,0,0,0.258066763,0,0,0
734,0,0,0,0,0,0.647220984,0,0,0
735,0,0,0,0,0,0.892189986,0,0,0
736,0,0,0,0,0,0.902328766,0,0,0
737,0,0,0,0,0,0.915087676,0,0,0
738,0,0,0,0,0,0.941158459,0,0,0
739,0,0,0,0,0,0.962999932,0,0,0
740,0,0,0,0,0,0.975104812,0,0,0
741,0,0,0,0,0,0.977021704,0,0,0
742,0,0,0,0,0,0.987362514,0,0,0
743,0,0,0,0,0,1,0,0,0
744,0,0,0,0,0,0.988802771,0,0,0
745,0,0,0,0,0,0.971799161,0,0,0
746,0,0,0,0,0,0.901267389,0,0,0
747,0,0,0,0,0,0.606723913,0,0,0
748,0,0,0,0,0,0.205202268,0,0,0
749,0,0,0,0,0,0.026756898,0,0,0
750,0,0,0,0,0,0,0,0,0
751,0,0,0,0,0,0,0,0,0
752,0,0,0,0,0,0,0,0,0
753,0,0,0,0,0,0,0,0,0
754,0,0,0,0,0,0,0,0,0
755,0,0,0,0,0,0,0,0,0
756,0,0,0,0,0,0,0,0,0
757,0,0,0,0,0,0,0,0,0
758,0,0,0,0,0,0,0,0,0
759,0,0,0,0,0,0,0,0,0
760,0,0,0,0,0,0,0,0.000672587,0
761,0,0,0,0,0,0,0,0.003888561,0
762,0,0,0,0,0,0,0,0,0
763,0,0,0,0,0,0,0,0,0
764,0,0,0,0,0,0,0,0,0
765,0,0,0,0,0,0,0,0,0
766,0,0,0,0,0,0,0,0,0
767,0,0,0,0,0,0,0,0,0
768,0,0,0,0,0,0,0,0,0
769,0,0,0,0,0,0,0.000458987,0,0
770,0,0,0,0,0,0,0.011720097,0,0
771,0,0,0,0,0,0,0.052197152,0,0
772,0,0,0,0,0,0,0.165617326,0,0
773,0,0,0,0,0,0,0.369033555,0.000289559,0
774,0,0,0,0,0,0,0.636854532,0.00702964,0
775,0,0,0,0,0,0,0.861196383,0.017523915,0
776,0,0,0,0,0,0,0.970028971,0.032311111,0
777,0,0,0,0,0,0,0.991196015,0.05328661,0
778,0,0,0,0,0,0,0.998979212,0.082998852,0
779,0,0,0,0,0,0,1,0.127485024,0
780,0,0,0,0,0,0,0.97725155,0.195910652,0
781,0,0,0,0,0,0,0.925723851,0.302463232,0
782,0,0,0,0,0,0,0.86605804,0.435539537,0
783,0,0,0,0,0,0,0.819696105,0.571416366,0
784,0,0,0,0,0,0,0.794076736,0.697667008,0
785,0,0,0,0,0,0,0.791110289,0.803038519,0
786,0,0,0,0,0,0,0.804315523,0.891157437,0
787,0,0,0,0,0,0,0.819027212,0.952845837,0
788,0,0,0,0,0,0,0.825712924,0.988941605,0
789,0,0,0,0,0,0,0.820118286,1,0
790,0,0,0,0,0,0,0.792221951,0.988406528,0
791,0,0,0,0,0,0,0.720545593,0.963892161,0
792,0,0,0,0,0,0,0.587677944,0.942079674,0
793,0,0,0,0,0,0,0.414303554,0.936946427,0
794,0,0,0,0,0,0,0.230888169,0.942273429,0
795,0,0,0,0,0,0,0.098502825,0.953957178,0
796,0,0,0,0,0,0,0.027365511,0.968288956,0
797,0,0,0,0,0,0,0.00516235,0.979665494,0
798,0,0,0,0,0,0,0,0.985444404,0
799,0,0,0,0,0,0,0,0.985926806,0
800,0,0,0,0,0,0,0,0.983911811,0
801,0,0,0,0,0,0,0,0.97793903,0
802,0,0,0,0,0,0,0,0.977227714,0
803,0,0,0,0,0,0,0,0.978106086,0
804,0,0,0,0,0,0,0,0.981444864,0
805,0,0,0,0,0,0,0,0.987645575,0
806,0,0,0,0,0,0,0,0.988577078,0
807,0,0,0,0,0,0,0,0.986242198,0
808,0,0,0,0,0,0,0,0.980709208,0
809,0,0,0,0,0,0,0,0.970786244,0
810,0,0,0,0,0,0,0,0.957210894,0
811,0,0,0,0,0,0,0,0.938658206,0
812,0,0,0,0,0,0,0,0.91672388,0
813,0,0,0,0,0,0,0,0.896207585,0
814,0,0,0,0,0,0,0,0.872887998,0
815,0,0,0,0,0,0,0,0.851603307,0
816,0,0,0,0,0,0,0,0.824639396,0
817,0,0,0,0,0,0,0,0.800781174,0
818,0,0,0,0,0,0,0,0.782338598,0
819,0,0,0,0,0,0,0,0.763602744,0
820,0,0,0,0,0,0,0,0.749627707,0
821,0,0,0,0,0,0,0,0.738722099,0
822,0,0,0,0,0,0,0,0.730794069,0
823,0,0,0,0,0,0,0,0.722712368,0
824,0,0,0,0,0,0,0,0.725077084,0
825,0,0,0,0,0,0,0,0.725638556,0
826,0,0,0,0,0,0,0,0.723042174,0
827,0,0,0,0,0,0,0,0.722292106,0
828,0,0,0,0,0,0,0,0.716163645,0
829,0,0,0,0,0,0,0,0.711594459,0
830,0,0,0,0,0,0,0,0.708269542,0
831,0,0,0,0,0,0,0,0.701572051,0
832,0,0,0,0,0,0,0,0.699245321,0
833,0,0,0,0,0,0,0,0.700937618,0
834,0,0,0,0,0,0,0,0.706927327,0
835,0,0,0,0,0,0,0,0.718240007,0
836,0,0,0,0,0,0,0,0.731246343,0
837,0,0,0,0,0,0,0,0.748406102,0.000300966
838,0,0,0,0,0,0,0,0.76818541,0
839,0,0,0,0,0,0,0,0.783948066,0
840,0,0,0,0,0,0,0,0.7968381,0
841,0,0,0,0,0,0,0,0.802602063,0
842,0,0,0,0,0,0,0,0.804519396,0
843,0,0,0,0,0,0,0,0.802409182,0
844,0,0,0,0,0,0,0,0.796990717,0
845,0,0,0,0,0,0,0,0.789203043,0
846,0,0,0,0,0,0,0,0.776916211,0
847,0,0,0,0,0,0,0,0.765184064,0.001572174
848,0,0,0,0,0,0,0,0.751197174,0.002498858
849,0,0,0,0,0,0,0,0.737003566,0.013320367
850,0,0,0,0,0,0,0,0.722623995,0.026148658
851,0,0,0,0,0,0,0,0.704125782,0.052604793
852,0,0,0,0,0,0,0,0.684108046,0.107797093
853,0,0,0,0,0,0,0,0.664745277,0.221607547
854,0,0,0,0,0,0,0,0.647368908,0.39721628
855,0,0,0,0,0,0,0,0.630051247,0.609868852
856,0,0,0,0,0,0,0,0.615642224,0.816588834
857,0,0,0,0,0,0,0,0.602495567,0.932244502
858,0,0,0,0,0,0,0,0.589889921,0.972100329
859,0,0,0,0,0,0,0,0.579933995,0.975454822
860,0,0,0,0,0,0,0,0.571365058,0.975380485
861,0,0,0,0,0,0,0,0.560942415,0.97328205
862,0,0,0,0,0,0,0,0.552351052,0.976078281
863,0,0,0,0,0,0,0,0.54568236,0.980349546
864,0,0,0,0,0,0,0,0.539580517,0.986909276
865,0,0,0,0,0,0,0,0.535102151,0.990874648
866,0,0,0,0,0,0,0,0.530936751,0.997418177
867,0,0,0,0,0,0,0,0.530165085,0.999846733
868,0,0,0,0,0,0,0,0.52984662,0.999391415
869,0,0,0,0,0,0,0,0.530366818,0.995879284
870,0,0,0,0,0,0,0,0.532114628,0.995412276
871,0,0,0,0,0,0,0,0.53271918,1
872,0,0,0,0,0,0,0,0.532468057,0.996407621
873,0,0,0,0,0,0,0,0.53331158,0.923594329
874,0,0,0,0,0,0,0,0.531927797,0.741376842
875,0,0,0,0,0,0,0,0.530510552,0.489659709
876,0,0,0,0,0,0,0,0.52951499,0.25020643
877,0,0,0,0,0,0,0,0.52996848,0.112212459
878,0,0,0,0,0,0,0,0.532533725,0.047559844
879,0,0,0,0,0,0,0,0.537050849,0.022978146
880,0,0,0,0,0,0,0,0.542353442,0.010614375
881,0,0,0,0,0,0,0,0.549124971,0.001081494
882,0,0,0,0,0,0,0,0.555230551,0
883,0,0,0,0,0,0,0,0.560111348,0
884,0,0,0,0,0,0,0,0.557679988,0
885,0,0,0,0,0,0,0,0.548219844,0
886,0,0,0,0,0,0,0,0.531446128,0
887,0,0,0,0,0,0,0,0.507635285,0
888,0,0,0,0,0,0,0,0.478112241,0
889,0,0,0,0,0,0,0,0.450927929,0
890,0,0,0,0,0,0,0,0.427984659,0
891,0,0,0,0,0,0,0,0.41051405,0
892,0,0,0,0,0,0,0,0.400391391,0
893,0,0,0,0,0,0,0,0.400873018,0
894,0,0,0,0,0,0,0,0.40829375,0
895,0,0,0,0,0,0,0,0.420865558,0
896,0,0,0,0,0,0,0,0.430070218,0
897,0,0,0,0,0,0,0,0.424566916,0
898,0,0,0,0,0,0,0,0.391368172,0
899,0,0,0,0,0,0,0,0.330090082,0
900,0,0,0,0,0,0,0,0.257205092,0
901,0,0,0,0,0,0,0,0.181890305,0
902,0,0,0,0,0,0,0,0.116506681,0
903,0,0,0,0,0,0,0,0.070315795,0
904,0,0,0,0,0,0,0,0.042753811,0
905,0,0,0,0,0,0,0,0.025931542,0
906,0,0,0,0,0,0,0,0.015743939,0
907,0,0,0,0,0,0,0,0.003943258,0
908,0,0,0,0,0,0,0,0,0
909,0,0,0,0,0,0,0,0,0
910,0,0,0,0,0,0,0,0,0
911,0,0,0,0,0,0,0,0,0
912,0,0,0,0,0,0,0,0,0
913,0,0,0,0,0,0,0,0,0
914,0,0,0,0,0,0,0,0,0
915,0,0,0,0,0,0,0,0,0
916,0,0,0,0,0,0,0,0,0
917,0,0,0,0,0,0,0,0,0
918,0,0,0,0,0,0,0,0,0
919,0,0,0,0,0,0,0,0,0
920,0,0,0,0,0,0,0,0,0
921,0,0,0,0,0,0,0,0,0
922,0,0,0,0,0,0,0,0,0
923,0,0,0,0,0,0,0,0,0
924,0,0,0,0,0,0,0,0,0
925,0,0,0,0,0,0,0,0,0
926,0,0,0,0,0,0,0,0,0
927,0,0,0,0,0,0,0,0,0
928,0,0,0,0,0,0,0,0,0
929,0,0,0,0,0,0,0,0,0
930,0,0,0,0,0,0,0,0,0
931,0,0,0,0,0,0,0,0,0
932,0,0,0,0,0,0,0,0,0
933,0,0,0,0,0,0,0,0,0
934,0,0,0,0,0,0,0,0,0
935,0,0,0,0,0,0,0,0,0
936,0,0,0,0,0,0,0,0,0
937,0,0,0,0,0,0,0,0,0
938,0,0,0,0,0,0,0,0,0
939,0,0,0,0,0,0,0,0,0
940,0,0,0,0,0,0,0,0,0
941,0,0,0,0,0,0,0,0,0
942,0,0,0,0,0,0,0,0,0
943,0,0,0,0,0,0,0,0,0
944,0,0,0,0,0,0,0,0,0
945,0,0,0,0,0,0,0,0,0
946,0,0,0,0,0,0,0,0,0
947,0,0,0,0,0,0,0,0,0
948,0,0,0,0,0,0,0,0,0
949,0,0,0,0,0,0,0,0,0
950,0,0,0,0,0,0,0,0,0